id,prompt,response
447,Write a Python function to remove leading zeros from a number represented as a string.,def strip_leading_zeros(s): return s.lstrip('0')
448,Write a Python script to check if the characters in a string form a palindrome sequence.,def is_palindrome(s): return s == s[::-1]
449,Write a Python function to return a new string without the characters at odd indices.,def skip_odds(s): return ''.join(s[i] for i in range(len(s)) if i%2==0)
450,Write a Python script to calculate the GCD of multiple numbers using reduce().,"from functools import reduce; from math import gcd; def gcd_multi(lst): return reduce(gcd, lst)"
451,Write a Python function to find the difference between the ASCII values of two characters.,"def ascii_diff(a,b): return abs(ord(a)-ord(b))"
452,Write a Python script to generate a pattern of '*' based on user input height.,"def pattern(n): [print('*'*i) for i in range(1,n+1)]"
453,Write a Python function to check if a list contains consecutive numbers.,"def has_consecutive(lst): return sorted(lst) == list(range(min(lst), max(lst)+1))"
454,Write a Python script to remove special characters from all strings in a list.,"import re; def clean_list(lst): return [re.sub(r'[^a-zA-Z0-9 ]','',s) for s in lst]"
455,Write a Python function to find the product of digits in a number using recursion.,def prod_digits(n): return 1 if n<10 else n%10 * prod_digits(n//10)
456,Write a Python script to count even and odd digits in a number.,"def count_even_odd(n): e=o=0; [e:=e+1 if int(d)%2==0 else o:=o+1 for d in str(n)]; return e,o"
457,Write a Python function to replace repeated characters with a single occurrence.,def remove_repeats(s): return ''.join(dict.fromkeys(s))
458,Write a Python script to create a frequency map of characters from a sentence.,from collections import Counter; def freq_map(s): return Counter(s)
459,Write a Python function to return the longest substring with unique characters.,"def longest_unique_substr(s): seen = {}; start = max_len = 0; for i,c in enumerate(s): start = max(start, seen.get(c,-1)+1); seen[c]=i; max_len = max(max_len, i-start+1); return max_len"
460,Write a Python script to extract all capitalized words from a string.,def capitalized_words(s): return [w for w in s.split() if w.istitle()]
461,Write a Python function to multiply elements in a list by their index.,"def multiply_by_index(lst): return [i*x for i,x in enumerate(lst)]"
462,Write a Python script to return only the last digits from each number in a list.,def last_digits(lst): return [int(str(x)[-1]) for x in lst]
463,Write a Python function to sum the digits in a string containing both letters and numbers.,def sum_digits_in_str(s): return sum(int(c) for c in s if c.isdigit())
464,Write a Python script to count the number of unique letters in a string.,def unique_letter_count(s): return len(set(c for c in s if c.isalpha()))
465,Write a Python function to check whether all digits in a number are odd.,def all_odd_digits(n): return all(int(d)%2 for d in str(n))
466,Write a Python script to replace each word in a string with its length.,def word_lengths(s): return ' '.join(str(len(w)) for w in s.split())
467,Write a Python function to double the values in a list without using list comprehension.,def double_values(lst): out=[]; [out.append(x*2) for x in lst]; return out
468,Write a Python script to find the longest word in a list of strings.,"def longest_word(lst): return max(lst, key=len)"
469,Write a Python function to determine if a string contains only one unique character.,def one_unique_char(s): return len(set(s))==1
470,Write a Python script to count the total occurrences of each character using Counter.,from collections import Counter; def count_all(s): return Counter(s)
471,Write a Python function to remove all items greater than a specific value from a list.,"def remove_gt(lst,val): return [x for x in lst if x <= val]"
472,Write a Python script to convert a camelCase string to snake_case.,"import re; def camel_to_snake(s): return re.sub(r'([A-Z])', r'_\1', s).lower()"
473,Write a Python function to count total characters excluding spaces and punctuation.,import string; def count_chars(s): return sum(1 for c in s if c not in string.punctuation+' ')
474,Write a Python script to validate if all characters in a string are alphanumeric.,def is_alnum(s): return s.isalnum()
475,Write a Python function to compute the digital root of a number.,"def digital_root(n): return n if n<10 else digital_root(sum(map(int,str(n))))"
476,Write a Python script to rotate characters in a string by n positions.,"def rotate_string(s,n): return s[n:] + s[:n]"
477,Write a Python function to find the sum of the first n natural numbers using formula.,def sum_formula(n): return n*(n+1)//2
478,Write a Python script to simulate a coin toss and print heads or tails.,"import random; print(random.choice(['Heads','Tails']))"
479,Write a Python function to count how many digits are in a given string.,def count_digits(s): return sum(1 for c in s if c.isdigit())
480,"Write a Python script to convert a number to its binary, octal, and hexadecimal equivalents.","def convert_all(n): return bin(n), oct(n), hex(n)"
481,Write a Python function to determine if two strings have the same characters in any order.,"def same_chars(a,b): return sorted(a)==sorted(b)"
482,Write a Python script to get the last n characters of a string.,"def last_n(s,n): return s[-n:]"
483,Write a Python function to reverse the digits of a number using math only.,def reverse_math(n): rev=0; while n: rev=rev*10 + n%10; n//=10; return rev
484,Write a Python script to format a string using user-provided values.,def format_str(): name=input(); age=int(input()); print(f'My name is {name} and I am {age}')
485,Write a Python function to return a new list with squares of even numbers only.,def squares_of_evens(lst): return [x**2 for x in lst if x%2==0]
486,Write a Python script to extract the domain name from an email address.,def extract_domain(email): return email.split('@')[-1]
487,Write a Python function to remove duplicates from a string while preserving order.,def dedupe_str(s): seen=set(); out=''; [out:=out+c if c not in seen else None or seen.add(c) for c in s]; return out
488,Write a Python script to create a countdown from a given number with a delay.,"import time; def countdown(n): [print(i) or time.sleep(1) for i in range(n,0,-1)]"
489,Write a Python function to get the smallest positive number in a list.,def min_positive(lst): pos=[x for x in lst if x>0]; return min(pos) if pos else None
490,Write a Python script to print each word of a sentence on a new line.,def newline_words(s): [print(w) for w in s.split()]
491,Write a Python function to find all factors of a number using a list comprehension.,"def factors(n): return [i for i in range(1,n+1) if n%i==0]"
492,Write a Python script to check if a string is numeric using isnumeric().,def check_numeric(s): return s.isnumeric()
493,Write a Python function to extract the initials from a full name.,def initials(name): return ''.join(w[0].upper() for w in name.split())
494,Write a Python script to create a list of all letters in a word using a for loop.,def letters_list(w): out=[]; [out.append(c) for c in w]; return out
495,Write a Python function to test if a given list has at least two identical elements.,def has_duplicates(lst): return len(lst) != len(set(lst))
496,Write a Python script to create a new list from every third element of an input list.,def every_third(lst): return lst[2::3]
497,Write a Python function to count the number of distinct characters in a string.,def count_distinct(s): return len(set(s))
498,Write a Python script to alternate between upper and lower case in a string.,"def alt_upper_lower(s): return ''.join(c.upper() if i%2==0 else c.lower() for i,c in enumerate(s))"
499,Write a Python function to multiply the last digit of one number with the first digit of another.,"def mult_digits(a,b): return int(str(a)[-1]) * int(str(b)[0])"
500,Write a Python script to replace all letters in a string with their Unicode code.,def letters_to_unicode(s): return ' '.join(str(ord(c)) for c in s)
