id,prompt,response
760,Write a Python script to count the number of words in a list that contain at least one digit.,def words_with_digit(lst): return sum(any(c.isdigit() for c in w) for w in lst)
761,Write a Python function to check if the number of vowels equals the number of consonants in a word.,def vowel_consonant_equal(w): v=sum(c.lower() in 'aeiou' for c in w); c=sum(c.lower() in 'bcdfghjklmnpqrstvwxyz' for c in w); return v==c
762,Write a Python script to swap every pair of characters in a string.,"def swap_pairs(s): return ''.join(s[i+1]+s[i] if i+1<len(s) else s[i] for i in range(0,len(s),2))"
763,Write a Python function to return a new list where each element is the count of digits in that number.,def digit_counts(lst): return [len(str(abs(n))) for n in lst]
764,Write a Python script to check if any character in a string appears consecutively.,def has_consecutive_chars(s): return any(s[i]==s[i+1] for i in range(len(s)-1))
765,Write a Python function to find all numbers between 100 and 999 with all unique digits.,"def unique_3digits(): return [n for n in range(100,1000) if len(set(str(n)))==3]"
766,Write a Python script to extract all letters from a string in reverse order.,def reverse_letters(s): return ''.join(c for c in reversed(s) if c.isalpha())
767,Write a Python function to sort a list of numbers by the number of digits they contain.,"def sort_by_digit_count(lst): return sorted(lst,key=lambda x: len(str(abs(x))))"
768,Write a Python script to find the longest sequence of identical characters in a string.,"def longest_identical(s): from itertools import groupby; return max((len(list(g)) for _,g in groupby(s)), default=0)"
769,Write a Python function to convert every vowel in a string to its position in the alphabet.,def vowel_to_pos(s): return ''.join(str(ord(c)-96) if c in 'aeiou' else c for c in s.lower())
770,Write a Python script to print the middle row of a square matrix.,def middle_row(m): return m[len(m)//2]
771,Write a Python function to return the first non-repeating digit in a number.,"def first_nonrepeat_digit(n): from collections import Counter; c=Counter(str(n)); return next((int(d) for d in str(n) if c[d]==1), None)"
772,Write a Python script to test whether a string is symmetric around its center.,def is_symmetric(s): return s == s[::-1]
773,Write a Python function to convert a decimal to binary manually.,def dec_to_bin(n): b=''; while n: b=str(n%2)+b; n//=2; return b or '0'
774,Write a Python script to round numbers in a list to the nearest 5.,def round_to_5(lst): return [round(x/5)*5 for x in lst]
775,Write a Python function to swap the halves of a string.,def swap_halves(s): mid=len(s)//2; return s[mid:]+s[:mid] if len(s)%2==0 else s[mid+1:]+s[mid]+s[:mid]
776,Write a Python script to return only elements of a list that are powers of 2.,def powers_of_two(lst): return [x for x in lst if x>0 and (x&(x-1))==0]
777,Write a Python function to convert each word in a list to its first letter.,def to_initials(lst): return [w[0] for w in lst if w]
778,Write a Python script to extract words from a string that have alternating vowels and consonants.,def alt_vc_words(s): return [w for w in s.split() if all((i%2==0 and w[i].lower() in 'aeiou') or (i%2==1 and w[i].lower() not in 'aeiou') for i in range(len(w)))]
779,Write a Python function to check if all elements in a list are palindromes.,def all_palindromes(lst): return all(w==w[::-1] for w in lst)
780,Write a Python script to create a dictionary from a string using letters as keys and their positions as values.,"def str_to_dict(s): return {c:i for i,c in enumerate(s)}"
781,Write a Python function to calculate the sum of all characters in a string based on their ASCII value.,def ascii_sum(s): return sum(ord(c) for c in s)
782,Write a Python script to test whether the length of each word in a sentence is even.,def even_len_words(s): return all(len(w)%2==0 for w in s.split())
783,Write a Python function to add the corresponding digits of two equal-length numbers.,"def add_digits(n1,n2): return [int(a)+int(b) for a,b in zip(str(n1),str(n2))]"
784,Write a Python script to print each character of a string between square brackets.,def brackets_chars(s): return ''.join(f'[{c}]' for c in s)
785,Write a Python function to split a string into alternating vowels and consonants.,"def split_alt_vc(s): import re; return re.findall(r'([aeiou][^aeiou]|[^aeiou][aeiou])',s,re.IGNORECASE)"
786,Write a Python script to return the list of all digits that appear more than once in a number.,def repeat_digits(n): return [int(d) for d in set(str(n)) if str(n).count(d)>1]
787,Write a Python function to return the difference between the sum of digits at even and odd indices.,def sum_even_odd_indices(n): digits=[int(d) for d in str(n)]; return sum(digits[::2])-sum(digits[1::2])
788,Write a Python script to convert a number into words without using external libraries.,"def number_to_words(n): units=['zero','one','two','three','four','five','six','seven','eight','nine']; return ' '.join(units[int(d)] for d in str(n))"
789,Write a Python function to rotate characters in a string by a variable number of positions.,"def rotate_string(s,n): return s[n%len(s):]+s[:n%len(s)]"
790,Write a Python script to convert a list of numbers into their string length representations.,def num_to_str_len(lst): return [str(len(str(n))) for n in lst]
791,"Write a Python function to replace every character in a string with '*', except digits.",def star_mask(s): return ''.join(c if c.isdigit() else '*' for c in s)
792,"Write a Python script to group characters in a string by their type (letter, digit, other).","def group_chars(s): return {'letters':[c for c in s if c.isalpha()], 'digits':[c for c in s if c.isdigit()], 'other':[c for c in s if not c.isalnum()]}"
793,Write a Python function to find the maximum number formed by the digits of a given number.,"def max_number_digits(n): return int(''.join(sorted(str(n),reverse=True)))"
794,Write a Python script to replace characters in a string that are not letters with '-'.,def replace_nonletters(s): return ''.join(c if c.isalpha() else '-' for c in s)
795,Write a Python function to return the average word length in a paragraph.,def avg_word_len(p): words=p.split(); return sum(len(w) for w in words)/len(words) if words else 0
796,Write a Python script to generate a pattern where each row is a reversed string of numbers.,"def reversed_pattern(n): [print(''.join(str(i) for i in range(n,0,-1))) for _ in range(n)]"
797,Write a Python function to find the longest common suffix among a list of strings.,def common_suffix(lst): from os.path import commonprefix; return commonprefix([w[::-1] for w in lst])[::-1]
798,Write a Python script to count all one-digit numbers in a list of integers.,def count_1digit(lst): return sum(1 for x in lst if 0<=x<10)
799,Write a Python function to return a list of numbers where each is the factorial of the index.,from math import factorial; def factorial_by_index(n): return [factorial(i) for i in range(n)]
800,Write a Python script to return a string made from characters at prime index positions.,"def primestr_indices(s): def isprime(n): return n>1 and all(n%i for i in range(2,int(n**0.5)+1)); return ''.join(s[i] for i in range(len(s)) if isprime(i))"
