id,prompt,response
625,Write a Python function to filter out non-integer elements from a mixed list.,"def filter_ints(lst): return [x for x in lst if isinstance(x,int)]"
626,Write a Python script to print characters of a string in alternating order starting from both ends.,def alt_ends(s): print(''.join(s[i//2] if i%2==0 else s[-(i//2+1)] for i in range(len(s))))
627,Write a Python function to split a list into even and odd indexed elements.,"def split_even_odd(lst): return lst[::2], lst[1::2]"
628,Write a Python script to flatten a dictionary with nested dictionaries.,"def flatten_dict(d,prefix=''): out={}; [out.update(flatten_dict(v,f'{prefix}{k}.')) if isinstance(v,dict) else out.update({f'{prefix}{k}':v}) for k,v in d.items()]; return out"
629,Write a Python function to remove the first and last element from a list.,def remove_ends(lst): return lst[1:-1]
630,Write a Python script to create a mirrored version of a string (e.g. 'abc' → 'abccba').,def mirror(s): return s + s[::-1]
631,Write a Python function to compute the average word length in a sentence.,def avg_word_len(s): w=s.split(); return sum(len(x) for x in w)/len(w)
632,Write a Python script to return the top 3 highest numbers in a list without sorting.,def top_3(lst): top=[]; [top.append(x) or top.sort(reverse=True) or top.pop() if len(top)>3 else None for x in lst]; return top
633,Write a Python function to find all substrings of a given string.,"def substrings(s): return [s[i:j] for i in range(len(s)) for j in range(i+1,len(s)+1)]"
634,Write a Python script to rotate digits of a number to the left.,def rotate_left(n): s=str(n); return int(s[1:] + s[0])
635,Write a Python function to extract all alphabetic substrings from a string.,"import re; def alpha_subs(s): return re.findall(r'[a-zA-Z]+', s)"
636,Write a Python script to replace each vowel in a string with the next vowel.,def next_vowel(c): v='aeiou'; return v[(v.index(c)+1)%5] if c in v else c
637,Write a Python function to get the most frequent word in a sentence.,from collections import Counter; def most_common_word(s): return Counter(s.split()).most_common(1)[0][0]
638,Write a Python script to check if a number is the sum of two squares.,"def is_sum_of_squares(n): return any((n - i*i)**0.5 % 1 == 0 for i in range(1,int(n**0.5)+1))"
639,Write a Python function to count all numeric substrings in a string.,"import re; def count_numeric_subs(s): return len(re.findall(r'\\d+',s))"
640,Write a Python script to convert a flat list into a list of tuples of two elements each.,"def to_tuples(lst): return [(lst[i],lst[i+1]) for i in range(0,len(lst)-1,2)]"
641,Write a Python function to find all elements in a list that appear more than once.,"from collections import Counter; def dupes(lst): return [x for x,c in Counter(lst).items() if c > 1]"
642,Write a Python script to remove all dictionary entries with empty values.,"def drop_empty(d): return {k:v for k,v in d.items() if v}"
643,Write a Python function to alternate characters between upper and lower case.,"def alt_case(s): return ''.join(c.upper() if i%2==0 else c.lower() for i,c in enumerate(s))"
644,Write a Python script to test if a string contains at least one digit and one letter.,def has_digit_and_letter(s): return any(c.isdigit() for c in s) and any(c.isalpha() for c in s)
645,Write a Python function to find the product of all positive numbers in a list.,"from functools import reduce; def prod_positives(lst): return reduce(lambda x,y:x*y,[n for n in lst if n>0],1)"
646,Write a Python script to check whether a given number is a strong number.,def is_strong(n): return n == sum(math.factorial(int(d)) for d in str(n))
647,Write a Python function to truncate every string in a list to its first 3 characters.,def truncate_3(lst): return [x[:3] for x in lst]
648,Write a Python script to pad a number with leading zeros until it's 5 digits long.,def pad_zeros(n): return str(n).zfill(5)
649,Write a Python function to get the longest string in a list.,"def longest_string(lst): return max(lst, key=len)"
650,Write a Python script to test if a list has strictly decreasing values.,def strictly_decreasing(lst): return all(lst[i] > lst[i+1] for i in range(len(lst)-1))
651,Write a Python function to count the number of trailing zeros in a number.,def trailing_zeros(n): return len(str(n)) - len(str(n).rstrip('0'))
652,Write a Python script to calculate the sum of diagonal elements in a square matrix.,def diag_sum(matrix): return sum(matrix[i][i] for i in range(len(matrix)))
653,Write a Python function to determine if a list contains any palindromic strings.,def has_palindromes(lst): return any(s == s[::-1] for s in lst)
654,Write a Python script to check if a string contains duplicate words.,def has_duplicate_words(s): w=s.lower().split(); return len(w)!=len(set(w))
655,Write a Python function to remove every nth item from a list.,"def remove_every_nth(lst,n): return [x for i,x in enumerate(lst) if (i+1)%n != 0]"
656,Write a Python script to filter out falsy values from a list.,"def remove_falsy(lst): return list(filter(bool, lst))"
657,Write a Python function to convert a string into a zig-zag pattern and return the flattened version.,"def zigzag_flat(s,rows=3): z=[[] for _ in range(rows)]; i,dir=0,1; [z[i].append(c) or (i:=i+dir) or (dir*=-1) if i in [0,rows-1] else None for c in s]; return ''.join(c for row in z for c in row)"
658,Write a Python script to check if a string contains equal numbers of vowels and consonants.,def equal_vowel_consonant(s): v=sum(1 for c in s.lower() if c in 'aeiou'); c=sum(1 for c in s.lower() if c.isalpha() and c not in 'aeiou'); return v==c
659,Write a Python function to check if the characters in a string form a valid ASCII sequence.,def is_valid_ascii(s): return all(0<=ord(c)<=127 for c in s)
660,Write a Python script to find all indices of a character in a string.,"def all_indices(s,c): return [i for i,a in enumerate(s) if a==c]"
661,Write a Python function to return the number of digits in an integer using math only.,import math; def digit_count(n): return math.floor(math.log10(n))+1 if n else 1
662,Write a Python script to extract the longest contiguous sequence of letters in a string.,"import re; def longest_letters(s): return max(re.findall(r'[a-zA-Z]+', s), key=len)"
663,Write a Python function to rotate elements in a list based on their index.,def rotate_by_index(lst): return [lst[i:] + lst[:i] for i in range(len(lst))]
664,Write a Python script to insert a delimiter between every two characters in a string.,"def insert_delim(s,d): return d.join(s)"
665,Write a Python function to test if all strings in a list are the same length.,def all_same_length(lst): return len(set(len(s) for s in lst))==1
666,Write a Python script to count the number of substrings of length 3 in a string.,def substr_count_3(s): return len(s)-2 if len(s)>=3 else 0
667,Write a Python function to repeat the contents of a list n times using recursion.,"def repeat_list(lst,n): return lst if n<=1 else lst + repeat_list(lst,n-1)"
668,Write a Python script to remove every vowel from a list of strings.,def remove_vowels(lst): return [''.join(c for c in s if c.lower() not in 'aeiou') for s in lst]
669,Write a Python function to split a sentence into words and return only those with even length.,def even_words(s): return [w for w in s.split() if len(w)%2==0]
670,Write a Python script to return the intersection of three lists.,"def intersect3(a,b,c): return list(set(a)&set(b)&set(c))"
671,Write a Python function to determine if a string has alternating vowels and consonants.,"def alt_vc(s): s=s.lower(); return all((c in 'aeiou')!=(s[i+1] in 'aeiou') for i,c in enumerate(s[:-1]) if c.isalpha() and s[i+1].isalpha())"
672,Write a Python script to sum all numbers found between commas in a string.,"def sum_between_commas(s): return sum(map(int,s.split(',')))"
673,Write a Python function to check if a number is equal to the sum of the factorials of its digits.,import math; def is_fact_sum(n): return n == sum(math.factorial(int(d)) for d in str(n))
674,Write a Python script to return the last non-space character in a string.,"def last_non_space(s): return next((c for c in reversed(s) if c!=' '), '')"
675,Write a Python function to group all identical elements in a list together.,from collections import defaultdict; def group_same(lst): d=defaultdict(list); [d[x].append(x) for x in lst]; return list(d.values())
676,Write a Python script to check if all characters in a string are unique using no data structures.,def unique_chars(s): return all(s.count(c)==1 for c in s)
677,Write a Python function to compress a string using run-length encoding.,"def rle(s): return ''.join(f'{c}{len(list(g))}' for c,g in groupby(s))"
678,Write a Python script to replace spaces in a string with the next character alphabetically.,def space_to_next(s): return ''.join(chr(ord(c)+1) if c==' ' else c for c in s)
679,Write a Python function to generate all two-letter combinations from a list of characters.,"import itertools; def two_letter_combos(lst): return [''.join(p) for p in itertools.permutations(lst,2)]"
680,Write a Python script to reverse every other word in a sentence.,def rev_alt_words(s): w=s.split(); return ' '.join(w[i][::-1] if i%2 else w[i] for i in range(len(w)))
681,Write a Python function to determine if two strings are one swap away from each other.,"def one_swap(s1,s2): if len(s1)!=len(s2): return False; diff=[(a,b) for a,b in zip(s1,s2) if a!=b]; return len(diff)==2 and diff[0]==diff[1][::-1]"
682,Write a Python script to find the number of times a substring appears in a string using only slicing.,"def substr_count(s,sub): return sum(1 for i in range(len(s)-len(sub)+1) if s[i:i+len(sub)]==sub)"
683,Write a Python function to determine if a string is a rotated palindrome.,def is_rotated_palindrome(s): return any((s[i:]+s[:i])== (s[i:]+s[:i])[::-1] for i in range(len(s)))
684,Write a Python script to return the list of tuples for each character and its index in a string.,def char_index_tuples(s): return list(enumerate(s))
685,Write a Python function to reverse the vowels in a string.,def reverse_vowels(s): v=[c for c in s if c in 'aeiouAEIOU']; return ''.join(v.pop() if c in 'aeiouAEIOU' else c for c in s)
686,Write a Python script to remove all vowels from a list of strings.,def strip_vowels(lst): return [''.join(c for c in s if c.lower() not in 'aeiou') for s in lst]
687,Write a Python function to split a number into chunks of two digits.,"def split_2_digits(n): s=str(n); return [int(s[i:i+2]) for i in range(0,len(s),2)]"
688,Write a Python script to pad a string with '*' until its length is a multiple of 4.,def pad_star(s): return s + '*'*((4-len(s)%4)%4)
689,Write a Python function to test whether the sum of a number’s digits is divisible by 9.,def digit_sum_9(n): return sum(int(d) for d in str(n)) % 9 == 0
690,Write a Python script to count total punctuation marks in a list of strings.,import string; def count_punct(lst): return sum(c in string.punctuation for s in lst for c in s)
691,Write a Python function to remove all whitespace from a list of strings.,"def strip_ws(lst): return [s.replace(' ','') for s in lst]"
692,Write a Python script to check whether all characters in a string are lowercase.,def all_lower(s): return s.islower()
693,Write a Python function to sort a list of strings by their last letter.,"def sort_by_last(lst): return sorted(lst, key=lambda x: x[-1])"
694,Write a Python script to return a list of strings sorted by length and then alphabetically.,"def sort_by_len_alpha(lst): return sorted(lst, key=lambda x: (len(x), x))"
695,Write a Python function to return all substrings of a string that are palindromes.,"def all_palindromes(s): return [s[i:j] for i in range(len(s)) for j in range(i+1,len(s)+1) if s[i:j]==s[i:j][::-1]]"
696,Write a Python script to compare the frequency of letters in two strings.,"from collections import Counter; def freq_compare(a,b): return Counter(a)==Counter(b)"
697,Write a Python function to convert a list of integers to their English word form.,"num_map={0:'zero',1:'one',2:'two',3:'three',4:'four',5:'five',6:'six',7:'seven',8:'eight',9:'nine'}; def int_to_words(lst): return [' '.join(num_map[int(d)] for d in str(n)) for n in lst]"
698,Write a Python script to return the character that occurs the fewest times in a string.,"from collections import Counter; def rare_char(s): return min((c for c in s if c.isalpha()), key=s.count)"
699,Write a Python function to reverse each number in a list of integers.,def reverse_each(lst): return [int(str(n)[::-1]) for n in lst]
700,Write a Python script to determine if two strings are isomorphic.,"def isomorphic(s1,s2): return len(set(zip(s1,s2)))==len(set(s1))==len(set(s2))"
