id,prompt,response
991,Write a Python function to return a list of even-length palindromes from a list of strings.,def even_palindromes(lst): return [w for w in lst if len(w)%2==0 and w==w[::-1]]
992,Write a Python script to create a dictionary from a string where keys are letters and values are positions.,"def str_to_dict(s): return {c:i for i,c in enumerate(s)}"
993,Write a Python function to test whether a list of numbers forms a geometric sequence.,"def is_geo_seq(lst): return all(lst[i]/lst[i-1]==lst[1]/lst[0] for i in range(2,len(lst)))"
994,Write a Python script to extract digits from a string and sort them in ascending order.,def extract_sort_digits(s): return sorted(int(c) for c in s if c.isdigit())
995,Write a Python function to replace repeated vowels in a string with incrementing numbers.,"def replace_repeated_vowels(s): seen={}; out=''; for c in s: out+=str(seen[c])+1 if c in 'aeiou' and c in seen else c; seen[c]=seen.get(c,0)+1; return out"
996,Write a Python script to group words by their starting letter in a dictionary.,def group_by_letter(lst): from collections import defaultdict; d=defaultdict(list); [d[w[0]].append(w) for w in lst]; return dict(d)
997,Write a Python function to return a sorted list of all unique digits in a string.,def sorted_unique_digits(s): return sorted(set(int(c) for c in s if c.isdigit()))
998,Write a Python script to convert each word in a sentence to Title Case manually.,def to_title(s): return ' '.join(w[0].upper()+w[1:].lower() if w else '' for w in s.split())
999,Write a Python function to determine if a list can be split into two equal sum parts.,"def can_split_equal(lst): return any(sum(lst[:i])==sum(lst[i:]) for i in range(1,len(lst)))"
1000,Write a Python script to shift all digits in a number one position to the right.,def shift_digits_right(n): s=str(n); return int(s[-1]+s[:-1])
