id,prompt,response
571,Write a Python function to determine if a character is a consonant.,def is_consonant(c): return c.isalpha() and c.lower() not in 'aeiou'
572,Write a Python script to filter words from a sentence that are shorter than 5 characters.,def filter_short_words(s): return ' '.join(w for w in s.split() if len(w)>=5)
573,Write a Python function to calculate the average of digits in a number.,def avg_digits(n): digits=[int(d) for d in str(n)]; return sum(digits)/len(digits)
574,Write a Python script to mask all digits in a number except the last two.,def mask_digits(n): s=str(n); return '*'*(len(s)-2) + s[-2:]
575,Write a Python function to replace all spaces in a list of strings with underscores.,"def space_to_underscore(lst): return [s.replace(' ','_') for s in lst]"
576,Write a Python script to sort characters in a string alphabetically.,def sort_string(s): return ''.join(sorted(s))
577,Write a Python function to find the longest palindrome in a list of strings.,"def longest_palindrome(lst): return max((w for w in lst if w==w[::-1]), key=len, default='')"
578,Write a Python script to merge list items into a single string with hyphens.,def merge_hyphen(lst): return '-'.join(lst)
579,Write a Python function to check if all elements in a list are unique.,def all_unique(lst): return len(lst) == len(set(lst))
580,Write a Python script to generate a list of tuples containing elements and their indexes.,def enumerate_list(lst): return list(enumerate(lst))
581,Write a Python function to return a string with all vowels removed.,def remove_vowels(s): return ''.join(c for c in s if c.lower() not in 'aeiou')
582,Write a Python script to insert a character after every third character in a string.,"def insert_every_third(s, ch): return ''.join(c+ch if (i+1)%3==0 else c for i,c in enumerate(s))"
583,Write a Python function to calculate the number of spaces in a string.,def count_spaces(s): return s.count(' ')
584,Write a Python script to multiply all even numbers in a list.,def mult_evens(lst): p=1; [p:=p*x for x in lst if x%2==0]; print(p)
585,Write a Python function to remove all instances of the smallest number in a list.,def remove_min(lst): m=min(lst); return [x for x in lst if x!=m]
586,Write a Python script to center-align a string in a fixed width output.,"def center_text(s, width): return s.center(width)"
587,Write a Python function to test whether two strings are one edit away.,"def one_edit_away(a,b): if abs(len(a)-len(b))>1: return False; if len(a)>len(b): a,b=b,a; i=j=diff=0; while i<len(a) and j<len(b): diff+=a[i]!=b[j]; j+=1; i+=a[i]!=b[j-1]; return diff+(len(b)-j)<=1"
588,Write a Python script to reverse the order of a sentence word by word.,def reverse_sentence(s): return ' '.join(s.split()[::-1])
589,Write a Python function to return the last digit of a number without using string conversion.,def last_digit(n): return n % 10
590,Write a Python script to generate a list of alternating 1s and 0s of a given length.,def alt_ones_zeros(n): return [i%2 for i in range(n)]
591,Write a Python function to round every number in a list up to the nearest multiple of 10.,def round_up_10(lst): return [((x+9)//10)*10 for x in lst]
592,Write a Python script to convert a string into title case manually.,def to_title_case(s): return ' '.join(w[0].upper()+w[1:].lower() if w else '' for w in s.split())
593,Write a Python function to count total vowels in each word of a sentence.,def vowel_count_words(s): return [sum(1 for c in w if c.lower() in 'aeiou') for w in s.split()]
594,Write a Python script to replace each character in a string with the character two steps ahead in the alphabet.,def shift_chars(s): return ''.join(chr((ord(c)-97+2)%26+97) if c.isalpha() else c for c in s.lower())
595,Write a Python function to return all indexes of a given character in a string.,"def all_indexes(s, ch): return [i for i,c in enumerate(s) if c==ch]"
596,Write a Python script to replace all numbers in a string with their word representation.,"def num_to_words(s): return s.translate(str.maketrans('0123456789','zeroonetwothreefourfivesixseveneightnine'))"
597,Write a Python function to test whether all values in a dictionary are unique.,def dict_values_unique(d): return len(set(d.values())) == len(d.values())
598,Write a Python script to split a number into a list of digits in reverse order.,def reverse_digits(n): return [int(d) for d in str(n)][::-1]
599,Write a Python function to convert a number to a string without using str().,def num_to_str(n): return '%d' % n
600,Write a Python script to return all even-indexed characters in a string.,def even_index_chars(s): return s[::2]
