id,response
475,"def digital_root(n): return n if n<10 else digital_root(sum(map(int,str(n))))"
476,"def rotate_string(s,n): return s[n:] + s[:n]"
477,"def sum_formula(n): return n*(n+1)//2"
478,"import random; print(random.choice(['Heads','Tails']))"
479,"def count_digits(s): return sum(1 for c in s if c.isdigit())"
480,"def convert_all(n): return bin(n), oct(n), hex(n)"
481,"def same_chars(a,b): return sorted(a)==sorted(b)"
482,"def last_n(s,n): return s[-n:]"
483,"def reverse_math(n): rev=0; while n: rev=rev*10 + n%10; n//=10; return rev"
484,"def format_str(): name=input(); age=int(input()); print(f'My name is {name} and I am {age}')"
485,"def squares_of_evens(lst): return [x**2 for x in lst if x%2==0]"
486,"def extract_domain(email): return email.split('@')[-1]"
487,"def dedupe_str(s): seen=set(); out=''; [out:=out+c if c not in seen else None or seen.add(c) for c in s]; return out"
488,"import time; def countdown(n): [print(i) or time.sleep(1) for i in range(n,0,-1)]"
489,"def min_positive(lst): pos=[x for x in lst if x>0]; return min(pos) if pos else None"
490,"def newline_words(s): [print(w) for w in s.split()]"
491,"def factors(n): return [i for i in range(1,n+1) if n%i==0]"
492,"def check_numeric(s): return s.isnumeric()"
493,"def initials(name): return ''.join(w[0].upper() for w in name.split())"
494,"def letters_list(w): out=[]; [out.append(c) for c in w]; return out"
495,"def has_duplicates(lst): return len(lst) != len(set(lst))"
496,"def every_third(lst): return lst[2::3]"
497,"def count_distinct(s): return len(set(s))"
498,"def alt_upper_lower(s): return ''.join(c.upper() if i%2==0 else c.lower() for i,c in enumerate(s))"
499,"def mult_digits(a,b): return int(str(a)[-1]) * int(str(b)[0])"
500,"def letters_to_unicode(s): return ' '.join(str(ord(c)) for c in s)"


