id,response
562,"def remove_dupes(s): out=''; [out:=out+c if c not in out else out for c in s]; return out"
563,"def last_word(s): return s.strip().split()[-1]"
564,"def num_pyramid(n): [print(' '.join(str(i+1) for _ in range(i+1))) for i in range(n)]"
565,"def digit_sums(lst): return [sum(int(d) for d in str(x)) for x in lst]"
566,"def is_special(c): return not c.isalnum()"
567,"def longest_increasing(lst): res, temp = [], []; [temp.append(x) if not temp or x>temp[-1] else (res.append(temp); temp:=[x]) for x in lst]; res.append(temp); return max(res, key=len)"
568,"import re; def extract_numbers(s): return list(map(int, re.findall(r'\d+', s)))"
569,"def oxford_comma(lst): return ', '.join(lst[:-1]) + ', and ' + lst[-1] if len(lst)>2 else ' and '.join(lst)"
570,"def dict_to_tuples(d): return list(d.items())"
571,"def is_consonant(c): return c.isalpha() and c.lower() not in 'aeiou'"
572,"def filter_short_words(s): return ' '.join(w for w in s.split() if len(w)>=5)"
573,"def avg_digits(n): digits=[int(d) for d in str(n)]; return sum(digits)/len(digits)"
574,"def mask_digits(n): s=str(n); return '*'*(len(s)-2) + s[-2:]"
575,"def space_to_underscore(lst): return [s.replace(' ','_') for s in lst]"
576,"def sort_string(s): return ''.join(sorted(s))"
577,"def longest_palindrome(lst): return max((w for w in lst if w==w[::-1]), key=len, default='')"
578,"def merge_hyphen(lst): return '-'.join(lst)"
579,"def all_unique(lst): return len(lst) == len(set(lst))"
580,"def enumerate_list(lst): return list(enumerate(lst))"
581,"def remove_vowels(s): return ''.join(c for c in s if c.lower() not in 'aeiou')"
582,"def insert_every_third(s, ch): return ''.join(c+ch if (i+1)%3==0 else c for i,c in enumerate(s))"
583,"def count_spaces(s): return s.count(' ')"
584,"def mult_evens(lst): p=1; [p:=p*x for x in lst if x%2==0]; print(p)"
585,"def remove_min(lst): m=min(lst); return [x for x in lst if x!=m]"
586,"def center_text(s, width): return s.center(width)"
587,"def one_edit_away(a,b): if abs(len(a)-len(b))>1: return False; if len(a)>len(b): a,b=b,a; i=j=diff=0; while i<len(a) and j<len(b): diff+=a[i]!=b[j]; j+=1; i+=a[i]!=b[j-1]; return diff+(len(b)-j)<=1"
588,"def reverse_sentence(s): return ' '.join(s.split()[::-1])"
589,"def last_digit(n): return n % 10"
590,"def alt_ones_zeros(n): return [i%2 for i in range(n)]"
591,"def round_up_10(lst): return [((x+9)//10)*10 for x in lst]"
592,"def to_title_case(s): return ' '.join(w[0].upper()+w[1:].lower() if w else '' for w in s.split())"
593,"def vowel_count_words(s): return [sum(1 for c in w if c.lower() in 'aeiou') for w in s.split()]"
594,"def shift_chars(s): return ''.join(chr((ord(c)-97+2)%26+97) if c.isalpha() else c for c in s.lower())"
595,"def all_indexes(s, ch): return [i for i,c in enumerate(s) if c==ch]"
596,"def num_to_words(s): return s.translate(str.maketrans('0123456789','zeroonetwothreefourfivesixseveneightnine'))"
597,"def dict_values_unique(d): return len(set(d.values())) == len(d.values())"
598,"def reverse_digits(n): return [int(d) for d in str(n)][::-1]"
599,"def num_to_str(n): return '%d' % n"
600,"def even_index_chars(s): return s[::2]"

